generation,frames,population_size,survivors_at_end,lives_remaining,avg_fitness,best_fitness,worst_fitness,shots_fired,kills,enemy_escapes,player_deaths,wave_clears,level_failures,kill_per_shot,survival_reward_total,kill_reward_total,wave_clear_reward_total,shot_penalty_total,death_penalty_total,enemy_escape_penalty_total,level_fail_penalty_total
38,653,10,0,0,6.564,7.09,4.46,216,0,5,2,0,1,0.0,127.8,0.0,0.0,-2.16,-8.0,-36.0,-16.0
39,579,10,0,0,6.563,10.76,5.63,173,3,5,1,0,1,0.01734,111.86,12.0,0.0,-1.73,-4.0,-34.5,-18.0
40,605,10,0,0,5.021,14.14,2.25,133,2,5,6,0,1,0.01504,92.04,8.0,0.0,-1.33,-24.0,-16.5,-8.0
41,615,10,0,0,6.36,10.34,4.27,110,4,5,8,0,1,0.03636,110.2,16.0,0.0,-1.1,-32.0,-25.5,-4.0
42,601,10,0,0,4.848,6.4,1.82,143,1,5,4,0,1,0.00699,97.16,4.0,0.0,-1.43,-16.0,-23.25,-12.0
43,400,10,0,0,1.391,2.14,-0.7,93,0,5,6,0,1,0.0,67.84,0.0,0.0,-0.93,-24.0,-21.0,-8.0
44,672,10,0,0,4.949,11.55,2.47,79,2,5,8,0,1,0.02532,87.28,8.0,0.0,-0.79,-32.0,-9.0,-4.0
45,447,10,0,0,2.408,3.18,1.04,56,0,5,4,0,1,0.0,75.14,0.0,0.0,-0.56,-16.0,-22.5,-12.0
46,454,10,0,0,2.268,7.17,-0.31,34,1,5,4,0,1,0.02941,69.52,4.0,0.0,-0.34,-16.0,-22.5,-12.0
47,602,10,0,0,6.366,14.08,2.23,107,2,5,2,0,1,0.01869,114.48,8.0,0.0,-1.07,-8.0,-33.75,-16.0
48,498,10,0,0,5.113,12.04,3.29,60,3,5,3,0,1,0.05,91.98,12.0,0.0,-0.6,-12.0,-26.25,-14.0
49,599,10,0,0,5.705,6.17,2.64,180,0,5,1,0,1,0.0,116.1,0.0,0.0,-1.8,-4.0,-35.25,-18.0
0,402,10,0,4,2.8,6.59,-0.39,83,1,1,10,0,0,0.01205,71.58,4.0,0.0,-0.83,-40.0,-6.75,0.0
1,1053,10,0,0,11.11,20.95,0.7,195,4,5,6,1,1,0.02051,139.8,16.0,8.0,-1.95,-24.0,-18.75,-8.0
2,732,10,0,0,9.048,12.73,0.93,164,5,5,2,0,1,0.03049,126.12,20.0,0.0,-1.64,-8.0,-30.0,-16.0
3,713,10,0,0,6.865,16.35,1.28,94,2,5,5,0,1,0.02128,116.34,8.0,0.0,-0.94,-20.0,-24.75,-10.0
4,715,10,0,0,5.878,16.39,0.1,29,2,5,5,0,1,0.06897,104.32,8.0,0.0,-0.29,-20.0,-23.25,-10.0
5,522,10,0,0,4.02,4.69,1.14,31,0,5,2,0,1,0.0,96.76,0.0,0.0,-0.31,-8.0,-32.25,-16.0
6,361,10,0,0,1.489,1.6,1.4,7,0,5,2,0,1,0.0,68.96,0.0,0.0,-0.07,-8.0,-30.0,-16.0
7,529,10,0,0,5.128,16.65,1.62,54,4,5,4,0,1,0.07407,89.32,16.0,0.0,-0.54,-16.0,-25.5,-12.0
8,1006,10,0,0,16.913,28.03,1.37,204,6,5,2,1,1,0.02941,186.92,24.0,18.0,-2.04,-8.0,-33.75,-16.0
9,641,10,0,0,4.47,8.56,0.62,109,3,5,9,0,1,0.02752,83.04,12.0,0.0,-1.09,-36.0,-11.25,-2.0
0,527,10,0,0,3.83,4.79,2.25,58,0,5,4,0,1,0.0,95.38,0.0,0.0,-0.58,-16.0,-28.5,-12.0
1,510,10,0,0,2.046,4.45,-0.3,0,0,5,6,0,1,0.0,67.46,0.0,0.0,0.0,-24.0,-15.0,-8.0
2,611,10,0,0,4.462,6.47,0.7,21,0,5,6,0,1,0.0,97.08,0.0,0.0,-0.21,-24.0,-20.25,-8.0
3,492,10,0,0,3.486,4.09,1.07,0,0,5,2,0,1,0.0,90.36,0.0,0.0,0.0,-8.0,-31.5,-16.0
4,525,10,0,0,4.648,4.75,3.91,18,0,5,1,0,1,0.0,104.66,0.0,0.0,-0.18,-4.0,-36.0,-18.0
5,533,10,0,0,4.433,4.91,0.14,0,0,5,1,0,1,0.0,100.08,0.0,0.0,0.0,-4.0,-33.75,-18.0
6,615,10,0,0,6.498,14.43,3.06,33,2,5,3,0,1,0.06061,111.06,8.0,0.0,-0.33,-12.0,-27.75,-14.0
7,550,10,0,0,5.132,9.18,2.53,22,1,5,2,0,1,0.04545,106.04,4.0,0.0,-0.22,-8.0,-34.5,-16.0
8,191,10,0,5,0.99,3.81,-0.24,30,3,0,10,0,0,0.1,38.2,12.0,0.0,-0.3,-40.0,0.0,0.0
9,636,10,0,0,6.011,6.97,0.54,18,0,5,3,0,1,0.0,118.54,0.0,0.0,-0.18,-12.0,-32.25,-14.0
10,549,10,0,0,4.048,5.23,0.9,0,0,5,4,0,1,0.0,95.48,0.0,0.0,0.0,-16.0,-27.0,-12.0
11,934,10,0,0,8.134,15.27,0.44,5,3,5,7,1,1,0.6,117.64,12.0,6.0,-0.05,-28.0,-20.25,-6.0
12,588,10,0,0,3.59,6.01,2.24,16,0,5,8,0,1,0.0,87.06,0.0,0.0,-0.16,-32.0,-15.0,-4.0
13,545,10,0,0,4.911,9.03,0.28,65,2,5,2,0,1,0.03077,95.76,8.0,0.0,-0.65,-8.0,-30.0,-16.0
14,642,10,0,0,8.969,14.87,6.87,121,5,5,0,0,1,0.04132,128.4,20.0,0.0,-1.21,0.0,-37.5,-20.0
15,414,10,0,0,1.474,4.5,-0.66,74,2,5,8,0,1,0.02703,50.98,8.0,0.0,-0.74,-32.0,-7.5,-4.0
16,455,10,0,0,3.207,3.49,2.99,125,0,5,9,0,1,0.0,81.82,0.0,0.0,-1.25,-36.0,-10.5,-2.0
17,368,10,0,0,0.63,1.52,0.34,44,0,5,8,0,1,0.0,62.24,0.0,0.0,-0.44,-32.0,-19.5,-4.0
18,583,10,0,0,4.889,9.71,3.13,117,3,5,8,0,1,0.02564,93.56,12.0,0.0,-1.17,-32.0,-19.5,-4.0
19,436,10,0,0,3.227,6.82,2.82,143,1,5,0,0,1,0.00699,87.2,4.0,0.0,-1.43,0.0,-37.5,-20.0
20,599,10,0,0,6.251,10.03,4.01,170,2,5,3,0,1,0.01176,117.46,8.0,0.0,-1.7,-12.0,-35.25,-14.0
21,652,10,0,0,5.907,11.07,1.01,167,2,5,4,0,1,0.01198,106.24,8.0,0.0,-1.67,-16.0,-25.5,-12.0
22,396,10,0,0,1.909,6.03,-0.6,56,2,5,5,0,1,0.03571,66.4,8.0,0.0,-0.56,-20.0,-24.75,-10.0
23,478,10,0,0,4.884,11.65,3.65,126,3,5,0,0,1,0.02381,95.6,12.0,0.0,-1.26,0.0,-37.5,-20.0
24,566,10,0,0,4.375,6.72,1.85,147,1,5,5,0,1,0.0068,93.72,4.0,0.0,-1.47,-20.0,-22.5,-10.0
25,475,10,0,0,3.851,7.59,2.13,103,2,5,4,0,1,0.01942,88.04,8.0,0.0,-1.03,-16.0,-28.5,-12.0
26,662,10,0,0,7.705,13.87,5.63,196,3,5,5,0,1,0.01531,121.76,12.0,0.0,-1.96,-20.0,-24.75,-10.0
27,671,10,0,0,4.429,11.44,0.95,110,1,5,6,0,1,0.00909,90.64,4.0,0.0,-1.1,-24.0,-17.25,-8.0
28,571,10,0,0,5.535,17.47,1.4,120,3,5,3,0,1,0.025,96.8,12.0,0.0,-1.2,-12.0,-26.25,-14.0
29,469,10,0,0,3.529,3.63,3.47,101,0,5,0,0,1,0.0,93.8,0.0,0.0,-1.01,0.0,-37.5,-20.0
30,517,10,0,0,2.651,4.59,1.78,42,0,5,7,0,1,0.0,72.18,0.0,0.0,-0.42,-28.0,-11.25,-6.0
31,527,10,0,1,3.416,7.36,1.76,74,2,4,10,0,0,0.02703,89.4,8.0,0.0,-0.74,-40.0,-22.5,0.0
32,521,10,0,0,5.362,12.49,4.49,108,2,5,0,0,1,0.01852,104.2,8.0,0.0,-1.08,0.0,-37.5,-20.0
33,515,10,0,0,3.252,4.55,2.34,68,0,5,6,0,1,0.0,98.2,0.0,0.0,-0.68,-24.0,-33.0,-8.0
34,495,10,0,0,4.065,4.15,3.98,85,0,5,0,0,1,0.0,99.0,0.0,0.0,-0.85,0.0,-37.5,-20.0
35,484,10,0,0,3.76,3.93,2.23,0,0,5,1,0,1,0.0,94.1,0.0,0.0,0.0,-4.0,-34.5,-18.0
36,498,10,0,0,4.593,8.04,4.21,17,1,5,0,0,1,0.05882,99.6,4.0,0.0,-0.17,0.0,-37.5,-20.0
37,521,10,0,0,4.221,4.67,0.9,72,0,5,1,0,1,0.0,98.68,0.0,0.0,-0.72,-4.0,-33.75,-18.0
38,576,10,0,0,3.689,5.77,1.42,13,1,5,6,0,1,0.07692,92.02,4.0,0.0,-0.13,-24.0,-27.0,-8.0
39,604,10,0,0,6.447,7.7,6.13,36,1,5,1,0,1,0.02778,118.08,4.0,0.0,-0.36,-4.0,-35.25,-18.0
40,617,10,0,0,6.706,10.38,5.19,44,1,5,2,0,1,0.02273,122.0,4.0,0.0,-0.44,-8.0,-34.5,-16.0
41,506,10,0,0,3.758,4.37,2.28,33,0,5,3,0,1,0.0,99.16,0.0,0.0,-0.33,-12.0,-35.25,-14.0
42,454,10,0,0,3.716,7.19,3.33,14,1,5,0,0,1,0.07143,90.8,4.0,0.0,-0.14,0.0,-37.5,-20.0
43,522,10,0,0,5.778,16.52,4.1,53,3,5,1,0,1,0.0566,102.06,12.0,0.0,-0.53,-4.0,-33.75,-18.0
44,498,10,0,0,3.012,4.04,2.21,58,0,5,9,0,1,0.0,85.2,0.0,0.0,-0.58,-36.0,-16.5,-2.0
45,606,10,0,0,5.646,9.55,1.4,93,2,5,3,0,1,0.02151,110.64,8.0,0.0,-0.93,-12.0,-35.25,-14.0
46,607,10,0,0,5.916,6.39,4.35,72,0,5,2,0,1,0.0,116.88,0.0,0.0,-0.72,-8.0,-33.0,-16.0
47,406,10,0,0,2.743,6.24,2.23,27,1,5,0,0,1,0.03704,81.2,4.0,0.0,-0.27,0.0,-37.5,-20.0
48,601,10,0,0,4.121,7.36,3.35,38,1,5,9,0,1,0.02632,79.34,4.0,0.0,-0.38,-36.0,-3.75,-2.0
49,469,10,0,0,3.924,7.52,1.28,36,2,5,2,0,1,0.05556,85.6,8.0,0.0,-0.36,-8.0,-30.0,-16.0
0,624,10,0,2,6.449,9.61,5.61,92,2,3,10,0,0,0.02174,116.16,8.0,0.0,-0.92,-40.0,-18.75,0.0
1,1285,10,0,0,23.039,31.69,1.12,228,7,5,1,1,1,0.0307,236.42,34.0,18.0,-2.28,-4.0,-33.75,-18.0
2,617,10,0,0,5.226,6.53,0.73,139,1,5,3,0,1,0.00719,101.9,4.0,0.0,-1.39,-12.0,-26.25,-14.0
3,458,10,0,0,3.661,7.36,1.99,45,2,5,5,0,1,0.04444,87.56,8.0,0.0,-0.45,-20.0,-28.5,-10.0
4,685,10,0,0,5.408,11.84,0.86,27,1,5,5,0,1,0.03704,103.6,4.0,0.0,-0.27,-20.0,-23.25,-10.0
5,538,10,0,0,4.747,9.0,1.46,23,1,5,3,0,1,0.04348,96.7,4.0,0.0,-0.23,-12.0,-27.0,-14.0
6,647,10,0,0,7.248,11.18,3.91,40,2,5,3,0,1,0.05,122.38,8.0,0.0,-0.4,-12.0,-31.5,-14.0
7,488,10,0,0,2.569,4.01,0.77,38,0,5,5,0,1,0.0,83.82,0.0,0.0,-0.38,-20.0,-27.75,-10.0
8,533,10,0,0,5.387,8.73,4.25,41,3,5,2,0,1,0.07317,99.28,12.0,0.0,-0.41,-8.0,-33.0,-16.0
9,609,10,0,0,6.07,10.23,1.01,125,3,5,3,0,1,0.024,102.2,12.0,0.0,-1.25,-12.0,-26.25,-14.0
10,495,10,0,0,5.043,11.98,2.44,149,3,5,1,0,1,0.02013,96.42,12.0,0.0,-1.49,-4.0,-34.5,-18.0
11,649,10,0,0,8.111,15.01,5.64,160,3,5,1,0,1,0.01875,129.46,12.0,0.0,-1.6,-4.0,-36.75,-18.0
12,1085,10,0,1,17.086,26.33,6.67,259,7,4,10,1,0,0.02703,189.7,34.0,16.0,-2.59,-40.0,-26.25,0.0
13,631,10,0,-1,7.517,9.9,5.9,203,4,6,0,0,1,0.0197,126.2,16.0,0.0,-2.03,0.0,-45.0,-20.0
14,665,10,0,0,7.835,11.32,1.78,181,4,5,2,0,1,0.0221,118.16,16.0,0.0,-1.81,-8.0,-30.0,-16.0
15,549,10,0,0,4.1,9.22,2.09,112,2,5,6,0,1,0.01786,81.12,8.0,0.0,-1.12,-24.0,-15.0,-8.0
16,607,10,0,0,7.493,10.38,6.18,97,3,5,0,0,1,0.03093,121.4,12.0,0.0,-0.97,0.0,-37.5,-20.0
17,2588,10,0,1,19.276,46.76,2.41,144,4,4,10,1,0,0.02778,230.2,16.0,6.0,-1.44,-40.0,-18.0,0.0
18,616,10,0,0,6.664,10.36,3.72,21,1,5,1,0,1,0.04762,120.1,4.0,0.0,-0.21,-4.0,-35.25,-18.0
19,545,10,0,0,5.215,8.96,3.76,57,1,5,2,0,1,0.01754,108.72,4.0,0.0,-0.57,-8.0,-36.0,-16.0
20,469,10,0,0,3.582,3.63,3.47,48,0,5,0,0,1,0.0,93.8,0.0,0.0,-0.48,0.0,-37.5,-20.0
21,527,10,0,0,3.623,4.79,0.96,18,0,5,3,0,1,0.0,88.66,0.0,0.0,-0.18,-12.0,-26.25,-14.0
22,413,10,0,0,2.49,2.51,2.37,14,0,5,2,0,1,0.0,79.04,0.0,0.0,-0.14,-8.0,-30.0,-16.0
23,608,10,0,0,5.996,10.2,2.55,42,1,5,2,0,1,0.02381,111.88,4.0,0.0,-0.42,-8.0,-31.5,-16.0
24,602,10,0,0,6.555,10.08,6.08,135,1,5,0,0,1,0.00741,120.4,4.0,0.0,-1.35,0.0,-37.5,-20.0
25,531,10,0,1,3.716,7.44,2.55,90,1,4,10,0,0,0.01111,99.56,4.0,0.0,-0.9,-40.0,-25.5,0.0
26,1234,10,0,0,16.664,36.51,6.63,206,6,5,5,1,1,0.02913,179.7,30.0,10.0,-2.06,-20.0,-21.0,-10.0
27,577,10,0,0,5.65,5.79,5.59,140,0,5,0,0,1,0.0,115.4,0.0,0.0,-1.4,0.0,-37.5,-20.0
28,449,10,0,0,3.23,3.23,3.23,0,0,5,0,0,1,0.0,89.8,0.0,0.0,0.0,0.0,-37.5,-20.0
29,583,10,0,0,2.362,6.04,0.24,15,1,5,9,0,1,0.06667,75.02,4.0,0.0,-0.15,-36.0,-17.25,-2.0
30,401,10,0,0,2.69,6.13,1.66,74,2,5,6,0,1,0.02703,66.64,8.0,0.0,-0.74,-24.0,-15.0,-8.0
31,577,10,0,0,5.305,9.59,1.46,156,1,5,3,0,1,0.00641,107.36,4.0,0.0,-1.56,-12.0,-30.75,-14.0
32,665,10,0,0,6.546,15.32,0.8,69,2,5,4,0,1,0.02899,113.9,8.0,0.0,-0.69,-16.0,-27.75,-12.0
33,652,10,0,0,7.305,11.07,5.92,153,1,5,2,0,1,0.00654,129.08,4.0,0.0,-1.53,-8.0,-34.5,-16.0
34,516,10,0,0,4.507,8.39,-0.34,104,2,5,2,0,1,0.01923,94.36,8.0,0.0,-1.04,-8.0,-32.25,-16.0
35,576,10,0,0,6.942,13.57,3.09,173,4,5,1,0,1,0.02312,110.9,16.0,0.0,-1.73,-4.0,-33.75,-18.0
36,1116,10,0,2,13.848,26.41,3.8,226,7,3,10,1,0,0.03097,153.24,34.0,10.0,-2.26,-40.0,-16.5,0.0
37,519,10,0,0,4.904,8.45,4.45,126,1,5,0,0,1,0.00794,103.8,4.0,0.0,-1.26,0.0,-37.5,-20.0
38,449,10,0,0,3.6,7.08,3.08,30,1,5,0,0,1,0.03333,89.8,4.0,0.0,-0.3,0.0,-37.5,-20.0
39,540,10,0,0,5.626,8.87,3.89,108,2,5,1,0,1,0.01852,105.84,8.0,0.0,-1.08,-4.0,-34.5,-18.0
40,375,10,0,0,1.62,1.62,1.62,130,0,5,0,0,1,0.0,75.0,0.0,0.0,-1.3,0.0,-37.5,-20.0
41,463,10,0,0,3.128,7.35,1.91,95,1,5,5,0,1,0.01053,78.48,4.0,0.0,-0.95,-20.0,-20.25,-10.0
42,545,10,0,1,4.291,7.71,3.71,92,1,4,10,0,0,0.01087,106.08,4.0,0.0,-0.92,-40.0,-26.25,0.0
43,588,10,0,0,4.495,6.74,2.09,101,2,5,6,0,1,0.0198,89.46,8.0,0.0,-1.01,-24.0,-19.5,-8.0
44,592,10,0,0,3.902,6.09,-0.29,69,0,5,4,0,1,0.0,90.96,0.0,0.0,-0.69,-16.0,-23.25,-12.0
45,645,10,0,0,7.159,10.93,5.92,22,1,5,3,0,1,0.04545,124.56,4.0,0.0,-0.22,-12.0,-30.75,-14.0
46,467,10,0,4,4.807,7.56,4.35,79,1,1,10,0,0,0.01266,92.36,4.0,0.0,-0.79,-40.0,-7.5,0.0
47,473,10,0,0,4.014,7.55,3.55,96,1,5,0,0,1,0.01042,94.6,4.0,0.0,-0.96,0.0,-37.5,-20.0
48,711,10,0,0,7.003,16.05,4.05,92,4,5,7,0,1,0.04348,110.7,16.0,0.0,-0.92,-28.0,-21.75,-6.0
49,508,10,0,0,3.722,4.41,2.86,116,0,5,4,0,1,0.0,88.88,0.0,0.0,-1.16,-16.0,-22.5,-12.0
0,627,10,0,0,6.964,10.58,5.45,92,1,5,1,0,1,0.01087,124.56,4.0,0.0,-0.92,-4.0,-36.0,-18.0
1,485,10,0,2,1.987,5.38,1.31,54,1,3,10,0,0,0.01852,61.66,4.0,0.0,-0.54,-40.0,-5.25,0.0
2,1219,10,0,0,22.523,36.46,18.63,353,5,5,2,1,1,0.01416,242.76,26.0,20.0,-3.53,-8.0,-36.0,-16.0
3,1607,10,0,0,14.932,37.85,-0.4,274,3,5,6,1,1,0.01095,176.06,18.0,8.0,-2.74,-24.0,-18.0,-8.0
4,1071,10,0,1,6.844,16.06,2.4,174,2,4,10,1,0,0.01149,115.18,8.0,2.0,-1.74,-40.0,-15.0,0.0
5,667,10,0,0,4.049,11.36,1.4,139,2,5,7,0,1,0.01439,79.88,8.0,0.0,-1.39,-28.0,-12.0,-6.0
6,644,10,0,0,4.743,7.13,-0.41,146,0,5,3,0,1,0.0,101.14,0.0,0.0,-1.46,-12.0,-26.25,-14.0
7,559,10,0,0,4.887,9.24,-0.44,57,1,5,2,0,1,0.01754,100.94,4.0,0.0,-0.57,-8.0,-31.5,-16.0
8,526,10,0,0,4.662,4.77,4.59,108,0,5,0,0,1,0.0,105.2,0.0,0.0,-1.08,0.0,-37.5,-20.0
9,628,10,0,0,4.743,6.81,1.62,31,0,5,4,0,1,0.0,98.24,0.0,0.0,-0.31,-16.0,-22.5,-12.0
10,695,10,0,0,8.23,15.91,1.67,72,2,5,1,0,1,0.02778,133.02,8.0,0.0,-0.72,-4.0,-36.0,-18.0
11,650,10,0,0,7.367,11.03,5.52,110,1,5,1,0,1,0.00909,126.52,4.0,0.0,-1.1,-4.0,-33.75,-18.0
12,1478,10,0,0,26.357,43.31,7.28,200,5,5,1,1,1,0.025,278.82,26.0,18.0,-2.0,-4.0,-35.25,-18.0
13,726,10,0,0,8.023,16.52,1.86,185,2,5,2,0,1,0.01081,128.08,8.0,0.0,-1.85,-8.0,-30.0,-16.0
14,691,10,0,0,6.136,8.07,2.2,86,0,5,4,0,1,0.0,118.72,0.0,0.0,-0.86,-16.0,-28.5,-12.0
15,640,10,0,0,5.964,12.21,4.38,17,2,5,7,0,1,0.11765,107.56,8.0,0.0,-0.17,-28.0,-21.75,-6.0
0,530,10,0,0,-6.501,5.585,-18.98,54,2,5,2,0,1,0.03704,25.26,24.0,0.0,-0.27,-40.0,-42.0,-32.0
1,592,10,0,0,-7.415,-6.04,-9.225,45,0,5,5,0,1,0.0,26.075,0.0,0.0,-0.225,-50.0,-30.0,-20.0
2,501,10,0,0,-6.5115,-6.495,-6.565,33,0,5,0,0,1,0.0,25.05,0.0,0.0,-0.165,0.0,-50.0,-40.0
3,586,10,0,1,-20.821,-18.43,-21.17,30,0,4,10,0,0,0.0,27.94,0.0,0.0,-0.15,-200.0,-36.0,0.0
4,538,10,0,0,-10.139,-6.31,-19.02,32,0,5,3,0,1,0.0,21.77,0.0,0.0,-0.16,-60.0,-35.0,-28.0
5,660,10,0,0,-9.211,-5.7,-18.82,16,0,5,4,0,1,0.0,25.97,0.0,0.0,-0.08,-60.0,-34.0,-24.0
6,631,10,0,0,-9.747,6.045,-18.23,22,1,5,6,0,1,0.04545,25.64,12.0,0.0,-0.11,-90.0,-29.0,-16.0
7,678,10,0,0,-6.9485,2.735,-9.235,43,1,5,7,0,1,0.02326,22.73,12.0,0.0,-0.215,-70.0,-22.0,-12.0
8,708,10,0,0,-3.308,6.48,-19.34,120,3,5,1,0,1,0.025,33.52,36.0,0.0,-0.6,-20.0,-46.0,-36.0
9,709,10,0,0,-3.6665,6.465,-8.295,111,2,5,2,0,1,0.01802,31.89,24.0,0.0,-0.555,-20.0,-40.0,-32.0
10,950,10,0,1,-12.878,-3.385,-19.015,162,3,4,10,1,0,0.01852,27.03,36.0,8.0,-0.81,-180.0,-19.0,0.0
11,935,10,0,3,-5.768,10.52,-13.45,195,5,2,10,1,0,0.02564,42.295,60.0,28.0,-0.975,-170.0,-17.0,0.0
0,1516,10,0,0,5.2815,82.34,-18.795,110,9,5,7,1,1,0.08182,38.365,128.0,12.0,-0.55,-90.0,-23.0,-12.0
1,2320,10,0,0,29.1935,110.225,-18.45,448,23,5,6,2,1,0.05134,78.175,316.0,60.0,-2.24,-120.0,-24.0,-16.0
0,672,10,0,0,-7.567,18.25,-19.015,67,2,5,4,0,1,0.02985,24.665,24.0,0.0,-0.335,-70.0,-30.0,-24.0
1,1245,10,0,1,-11.293,3.82,-15.45,72,2,4,10,1,0,0.02778,44.43,24.0,32.0,-0.36,-180.0,-33.0,0.0
